Name,Latitude,Longitude,City,State,Code
Amazon_KRB2,37.2009678,-77.2783185,Prince George,Virginia,KRB2
Amazon_ORF3,36.8095819,-76.4776632,Suffolk,Virginia,ORF3
Amazon_PAE2,48.1503324,-122.1675162,Arlington,Washington,PAE2
Amazon_DSK4,47.6446110,-117.5932720,Airway Heights,Washington,DSK4
Amazon_SEA8,47.6148804,-122.1968646,Bellevue,Washington,SEA8
Amazon_DSE8,47.5011125,-122.7493136,Bremerton,Washington,DSE8
Amazon_BFI3,47.1125227,-122.6389637,DuPont,Washington,BFI3
Amazon_BFI9,47.1125227,-122.6389637,DuPont,Washington,BFI9
Amazon_DWS4,47.9389637,-122.2416255,Everett,Washington,DWS4
Amazon_RNT9,47.2186362,-122.3304428,Fife,Washington,RNT9
Amazon_BFI4,47.4144960,-122.2577820,Kent,Washington,BFI4
Amazon_BFI5,47.4144960,-122.2577820,Kent,Washington,BFI5
Amazon_BFI6,47.4144960,-122.2577820,Kent,Washington,BFI6
Amazon_OLM1,47.0804919,-122.7624335,Lacey,Washington,OLM1
Amazon_MWH1,46.2212662,-119.0511245,Pasco,Washington,MWH1
Amazon_PSC2,46.2212662,-119.0511245,Pasco,Washington,PSC2
Amazon_BFI8,47.4161165,-122.3051117,SeaTac,Washington,BFI8
Amazon_GEG1,47.6006386,-117.5533553,Spokane County,Washington,GEG1
Amazon_GEG5,47.6006386,-117.5533553,Spokane County,Washington,GEG5
Amazon_GEG2,47.6950642,-117.1650141,Spokane Valley,Washington,GEG2
Amazon_BFI1,47.2410084,-122.2432923,Sumner,Washington,BFI1
Amazon_BFI7,47.2410084,-122.2432923,Sumner,Washington,BFI7
Amazon_JVL1,42.5076728,-88.9713902,Beloit,Wisconsin,JVL1
Amazon_DML3,44.2840852,-88.5093032,Greenville/Appleton,Wisconsin,DML3
Amazon_MKE1,42.6075423,-87.9481383,Kenosha,Wisconsin,MKE1
Amazon_MKE5,42.6075423,-87.9481383,Kenosha,Wisconsin,MKE5
Amazon_MKE2,42.8677854,-87.9271361,Oak Creek,Wisconsin,MKE2
