Name,Latitude,Longitude,City,State,Country,Code
Amazon_Jeddah,21.5504432,39.1742363,Jeddah,,Saudi Arabia,Jeddah
Amazon_Riyadh,23.3333330,45.3333330,Riyadh,,Saudi Arabia,Riyadh
